Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Month Name,Year
BS0000580,12-11-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.494907,Darkness - lights lit,Kensington and Chelsea,None,-0.18316,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 17:35:00,Urban,Raining no high winds,Car,November,2021
BS0000581,28-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.519267,Darkness - lights lit,Kensington and Chelsea,None,-0.21765,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 20:00:00,Urban,Raining no high winds,Car,November,2021
BS0000582,28-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.4971,Darkness - lights lit,Kensington and Chelsea,None,-0.16809,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 20:40:00,Urban,Raining no high winds,Car,November,2021
BS0000583,30-11-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517353,Daylight,Kensington and Chelsea,None,-0.210085,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:45:00,Urban,Raining no high winds,Car,November,2021
BS0000584,01-12-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.498244,Daylight,Kensington and Chelsea,None,-0.201325,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:11:00,Urban,Fine no high winds,Car,December,2021
BS0000585,01-12-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.492499,Daylight,Kensington and Chelsea,None,-0.178646,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 07:57:00,Urban,Fine no high winds,Car,December,2021
BS0000586,01-12-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.495084,Daylight,Kensington and Chelsea,None,-0.183009,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:31:00,Urban,Fine no high winds,Car,December,2021
BS0000587,02-10-2021,Friday,Auto traffic signal,Crossroads,Slight,51.484276,Daylight,Kensington and Chelsea,None,-0.176093,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:00:00,Urban,Fine no high winds,Car,October,2021
BS0000588,02-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.488956,Daylight,Kensington and Chelsea,None,-0.164815,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:07:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,October,2021
BS0000589,01-12-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.510031,Daylight,Kensington and Chelsea,None,-0.207634,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,31-12-1899 07:33:00,Urban,Fine no high winds,Car,December,2021
BS0000590,03-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.521825,Daylight,Kensington and Chelsea,None,-0.208469,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 06:43:00,Urban,Raining no high winds,Car,December,2021
BS0000591,26-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.486561,Daylight,Kensington and Chelsea,None,-0.190118,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:50:00,Urban,Fine no high winds,Car,November,2021
BS0000592,04-12-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518624,Daylight,Kensington and Chelsea,None,-0.2109,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:45:00,Urban,Fine no high winds,Car,December,2021
BS0000593,02-12-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.514948,Daylight,Kensington and Chelsea,None,-0.21753,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 13:11:00,Urban,Fine no high winds,Car,December,2021
BS0000594,03-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510443,Daylight,Kensington and Chelsea,None,-0.205168,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 12:18:00,Urban,Fine no high winds,Car,December,2021
BS0000595,28-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.495537,Darkness - lights lit,Kensington and Chelsea,None,-0.17161,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 17:55:00,Urban,Raining no high winds,Car,November,2021
BS0000596,07-12-2021,Monday,Auto traffic signal,Crossroads,Slight,51.482258,Daylight,Kensington and Chelsea,None,-0.173582,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 08:40:00,Urban,Fine no high winds,Car,December,2021
BS0000597,29-11-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.498924,Darkness - lights lit,Kensington and Chelsea,None,-0.198705,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 02:50:00,Urban,Fine no high winds,Car,November,2021
BS0000598,04-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.517252,Darkness - lights lit,Kensington and Chelsea,None,-0.203459,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:10:00,Urban,Raining no high winds,Car,December,2021
BS0000599,07-12-2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.500819,Darkness - lights lit,Kensington and Chelsea,None,-0.193299,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 18:52:00,Urban,Fine no high winds,Car,December,2021
BS0000600,07-12-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.50003,Daylight,Kensington and Chelsea,None,-0.159904,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 12:46:00,Urban,Raining no high winds,Motorcycle 50cc and under,December,2021
BS0000601,08-12-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.480177,Darkness - lights lit,Kensington and Chelsea,None,-0.178561,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 21:23:00,Urban,Raining no high winds,Car,December,2021
BS0000602,05-12-2021,Saturday,Auto traffic signal,T or staggered junction,Fetal,51.501205,Darkness - lights lit,Kensington and Chelsea,None,-0.160289,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:00:00,Urban,Fine no high winds,Car,December,2021
BS0000603,30-11-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.498091,Daylight,Kensington and Chelsea,None,-0.17972,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 13:40:00,Urban,Raining no high winds,Car,November,2021
BS0000604,11-12-2021,Friday,Give way or uncontrolled,Slip road,Fetal,51.515841,Darkness - lights lit,Kensington and Chelsea,None,-0.217063,1,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 18:45:00,Urban,Fine no high winds,Car,December,2021
BS0000605,13-12-2021,Sunday,Give way or uncontrolled,Roundabout,Fetal,51.506961,Darkness - lights lit,Kensington and Chelsea,None,-0.212654,1,1,Metropolitan Police,Wet or damp,Roundabout,30,31-12-1899 16:30:00,Urban,Raining no high winds,Car,December,2021
BS0000606,05-12-2021,Saturday,Auto traffic signal,Crossroads,Fetal,51.481575,Darkness - lights lit,Kensington and Chelsea,None,-0.181674,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 22:20:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,December,2021
BS0000607,11-12-2021,Friday,Auto traffic signal,Crossroads,Fetal,51.484044,Darkness - lights lit,Kensington and Chelsea,None,-0.184312,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:35:00,Urban,Fine no high winds,Motorcycle 50cc and under,December,2021
BS0000608,04-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Fetal,51.486491,Darkness - lights lit,Kensington and Chelsea,None,-0.17975,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 19:40:00,Urban,Raining no high winds,Car,December,2021
BS0000609,09-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fetal,51.506353,Daylight,Kensington and Chelsea,None,-0.208211,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Motorcycle over 500cc,December,2021
BS0000610,10-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.481318,Darkness - lights lit,Kensington and Chelsea,None,-0.182548,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:15:00,Urban,Fine no high winds,Car,December,2021
BS0000611,10-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.495501,Daylight,Kensington and Chelsea,None,-0.175069,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:00:00,Urban,Fine no high winds,Car,December,2021
BS0000612,12-12-2021,Saturday,Give way or uncontrolled,Crossroads,Fetal,51.519986,Darkness - lights lit,Kensington and Chelsea,None,-0.211712,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:25:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,December,2021
BS0000613,08-12-2021,Tuesday,Give way or uncontrolled,Crossroads,Fetal,51.513262,Darkness - lights lit,Kensington and Chelsea,None,-0.207219,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 21:22:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,December,2021
BS0000614,03-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.485639,Darkness - lights lit,Kensington and Chelsea,None,-0.177047,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:30:00,Urban,Fine no high winds,Car,December,2021
BS0000615,14-12-2021,Monday,Give way or uncontrolled,T or staggered junction,Fetal,51.490991,Darkness - lights lit,Kensington and Chelsea,None,-0.197433,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:20:00,Urban,Raining no high winds,Motorcycle over 500cc,December,2021
BS0000616,17-12-2021,Thursday,Auto traffic signal,Crossroads,Fatal,51.489529,Daylight,Kensington and Chelsea,None,-0.190144,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 13:00:00,Urban,Other,Car,December,2021
BS0000617,16-12-2021,Wednesday,Give way or uncontrolled,Crossroads,Fatal,51.492515,Daylight,Kensington and Chelsea,None,-0.16813,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 14:26:00,Urban,Snowing no high winds,Car,December,2021
BS0000618,17-12-2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,51.497037,Darkness - lights lit,Kensington and Chelsea,None,-0.204686,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:26:00,Urban,Raining no high winds,Car,December,2021
BS0000619,18-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Fatal,51.501513,Darkness - lights lit,Kensington and Chelsea,None,-0.191687,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 20:10:00,Urban,Fine no high winds,Car,December,2021
BS0000620,18-12-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522386,Daylight,Kensington and Chelsea,None,-0.221708,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:22:00,Urban,Fine no high winds,Car,December,2021
BS0000621,19-12-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.495658,Daylight,Kensington and Chelsea,None,-0.173622,3,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:20:00,Urban,Fine no high winds,Car,December,2021
BS0000622,09-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.492396,Daylight,Kensington and Chelsea,None,-0.166262,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:50:00,Urban,Fine no high winds,Car,December,2021
BS0000623,17-12-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.505181,Darkness - lights lit,Kensington and Chelsea,None,-0.213877,1,2,Metropolitan Police,Snow,Single carriageway,30,31-12-1899 21:30:00,Urban,Snowing no high winds,Car,December,2021
BS0000624,18-12-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.486714,Darkness - lights lit,Kensington and Chelsea,None,-0.170955,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:40:00,Urban,Snowing no high winds,Motorcycle 125cc and under,December,2021
BS0000625,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.504759,Darkness - lights lit,Kensington and Chelsea,None,-0.198043,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:30:00,Urban,Fine no high winds,Car,November,2021
BS0000626,15-12-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:56:00,Urban,Fine no high winds,Car,December,2021
BS0000627,11-12-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.49462,Daylight,Kensington and Chelsea,None,-0.193688,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:35:00,Urban,Fine no high winds,Car,December,2021
BS0000628,16-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.495498,Daylight,Kensington and Chelsea,None,-0.174925,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:35:00,Urban,Fine no high winds,Car,December,2021
BS0000629,15-12-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514085,Darkness - lights lit,Kensington and Chelsea,None,-0.196377,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 05:50:00,Urban,Fine no high winds,Car,December,2021
BS0000630,06-12-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503035,Daylight,Kensington and Chelsea,None,-0.214681,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:10:00,Urban,Fine no high winds,Motorcycle 125cc and under,December,2021
BS0000631,21-12-2021,Monday,Auto traffic signal,Crossroads,Slight,51.48342,Darkness - lights lit,Kensington and Chelsea,None,-0.167342,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 03:32:00,Urban,Fine no high winds,Car,December,2021
BS0000632,22-12-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.4841,Daylight,Kensington and Chelsea,None,-0.176389,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:15:00,Urban,Fine no high winds,Motorcycle 125cc and under,December,2021
BS0000633,20-12-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.494377,Darkness - lights lit,Kensington and Chelsea,None,-0.195427,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 22:50:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,December,2021
BS0000634,18-12-2021,Friday,Auto traffic signal,Crossroads,Slight,51.494377,Darkness - lights lit,Kensington and Chelsea,None,-0.195427,1,2,Metropolitan Police,Frost or ice,Dual carriageway,30,31-12-1899 21:00:00,Urban,Fine + high winds,Car,December,2021
BS0000635,24-12-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.480177,Darkness - lights lit,Kensington and Chelsea,None,-0.178561,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 00:05:00,Urban,Raining no high winds,Car,December,2021
BS0000636,28-12-2021,Monday,Auto traffic signal,Crossroads,Slight,51.5159,Daylight,Kensington and Chelsea,None,-0.209133,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:05:00,Urban,Fine no high winds,Car,December,2021
BS0000637,13-12-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.497188,Daylight,Kensington and Chelsea,None,-0.167942,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 11:05:00,Urban,Fine no high winds,Motorcycle 125cc and under,December,2021
BS0000638,31-12-2021,Thursday,Give way or uncontrolled,Private drive or entrance,Serious,51.488785,Darkness - lights lit,Kensington and Chelsea,None,-0.165398,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:14:00,Urban,Fine no high winds,Car,December,2021
BS0000639,05-12-2021,Saturday,Auto traffic signal,T or staggered junction,Serious,51.50721,Darkness - lights lit,Kensington and Chelsea,None,-0.205439,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:20:00,Urban,Raining no high winds,Car,December,2021
BS0000640,17-01-2021,Saturday,Auto traffic signal,More than 4 arms (not roundabout),Serious,51.504843,Darkness - lights lit,Kensington and Chelsea,None,-0.215331,2,1,Metropolitan Police,Wet or damp,Dual carriageway,30,31-12-1899 04:11:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,January,2021
BS0000641,08-01-2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.487745,Darkness - lights lit,Kensington and Chelsea,None,-0.167889,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:30:00,Urban,Fine no high winds,Car,January,2021
BS0000642,31-01-2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.497819,Daylight,Kensington and Chelsea,None,-0.179587,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 14:34:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,January,2021
BS0000643,05-02-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.508639,Daylight,Kensington and Chelsea,None,-0.198898,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:58:00,Urban,Fine no high winds,Car,February,2021
BS0000644,31-12-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.497704,Daylight,Kensington and Chelsea,None,-0.18377,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:40:00,Urban,Fine no high winds,Car,December,2021
